customer_id,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone,customer_since
C168,Cust_168,cust168@mail.com,Bronze,0.0,,,9741057474,2023-01-01
C169,Cust_169,cust169@mail.com,Silver,0.0,,,9198803134,2023-01-01
C171,Cust_171,cust171@mail.com,Bronze,0.0,,,9232341238,2023-01-01
C172,Cust_172,cust172@mail.com,Silver,0.0,,,9793070706,2023-01-01
C173,Cust_173,cust173@mail.com,Bronze,0.0,,,9519904272,2023-01-01
C174,Cust_174,cust174@mail.com,Gold,0.0,,,9296889215,2023-01-01
C175,Cust_175,cust175@mail.com,Bronze,0.0,,,9778017216,2023-01-01
C176,Cust_176,cust176@mail.com,Gold,0.0,,,9633064117,2023-01-01
C177,Cust_177,cust177@mail.com,Bronze,0.0,,,9816267011,2023-01-01
C178,Cust_178,cust178@mail.com,Silver,0.0,,,9563324548,2023-01-01
C179,Cust_179,cust179@mail.com,Gold,0.0,,,9640799178,2023-01-01
C181,Cust_181,cust181@mail.com,Gold,0.0,,,9107939087,2023-01-01
C182,Cust_182,cust182@mail.com,Gold,0.0,,,9894027897,2023-01-01
C183,Cust_183,cust183@mail.com,Bronze,0.0,,,9208432166,2023-01-01
C184,Cust_184,cust184@mail.com,Bronze,0.0,,,9318092217,2023-01-01
C185,Cust_185,cust185@mail.com,Bronze,0.0,,,9244258191,2023-01-01
C186,Cust_186,cust186@mail.com,Bronze,0.0,,,9387493096,2023-01-01
C187,Cust_187,cust187@mail.com,Silver,0.0,,,9192673892,2023-01-01
C188,Cust_188,cust188@mail.com,Bronze,0.0,,,9324557359,2023-01-01
C189,Cust_189,cust189@mail.com,Bronze,0.0,,,9015191689,2023-01-01
C191,Cust_191,cust191@mail.com,Silver,0.0,,,9573523188,2023-01-01
C192,Cust_192,cust192@mail.com,Silver,0.0,,,9135917419,2023-01-01
C193,Cust_193,cust193@mail.com,Gold,0.0,,,9294539550,2023-01-01
C194,Cust_194,cust194@mail.com,Gold,0.0,,,9048872110,2023-01-01
C195,Cust_195,invalid_email,Bronze,0.0,,,9058546865,2023-01-01
C196,Cust_196,cust196@mail.com,Silver,0.0,,,9594164665,2023-01-01
C197,Cust_197,cust197@mail.com,Bronze,0.0,,,9313679331,2023-01-01
C198,Cust_198,cust198@mail.com,Gold,0.0,,,9748846217,2023-01-01
C199,Cust_199,cust199@mail.com,Bronze,0.0,,,9135591568,2023-01-01
C201,Cust_201,cust201@mail.com,Bronze,0.0,,,9932503106,2023-01-01
C202,Cust_202,cust202@mail.com,Silver,0.0,,,9808304440,2023-01-01
C203,Cust_203,cust203@mail.com,Bronze,0.0,,,9527076988,2023-01-01
C204,Cust_204,cust204@mail.com,Bronze,0.0,,,9110152642,2023-01-01
C205,Cust_205,cust205@mail.com,Silver,0.0,,,9937075684,2023-01-01
C206,Cust_206,cust206@mail.com,Silver,0.0,,,9013169872,2023-01-01
C207,Cust_207,cust207@mail.com,Silver,0.0,,,9616396766,2023-01-01
C208,Cust_208,cust208@mail.com,Bronze,0.0,,,9305307028,2023-01-01
C209,Cust_209,cust209@mail.com,Bronze,0.0,,,9504011128,2023-01-01
C211,Cust_211,cust211@mail.com,Gold,0.0,,,9472949775,2023-01-01
C212,Cust_212,cust212@mail.com,Bronze,0.0,,,9365830215,2023-01-01
C213,Cust_213,cust213@mail.com,Silver,0.0,,,9197958983,2023-01-01
C214,Cust_214,cust214@mail.com,Silver,0.0,,,9055165334,2023-01-01
C215,Cust_215,cust215@mail.com,Silver,0.0,,,9271096600,2023-01-01
C216,Cust_216,cust216@mail.com,Bronze,0.0,,,9925267987,2023-01-01
C217,Cust_217,cust217@mail.com,Silver,0.0,,,9512957813,2023-01-01
C218,Cust_218,cust218@mail.com,Silver,0.0,,,9122500131,2023-01-01
C219,Cust_219,cust219@mail.com,Gold,0.0,,,9882739959,2023-01-01
C221,Cust_221,cust221@mail.com,Silver,0.0,,,9430256336,2023-01-01
C222,Cust_222,cust222@mail.com,Gold,0.0,,,9528008852,2023-01-01
C223,Cust_223,cust223@mail.com,Gold,0.0,,,9079545125,2023-01-01
C224,Cust_224,cust224@mail.com,Silver,0.0,,,9619571745,2023-01-01
C225,Cust_225,invalid_email,Bronze,0.0,,,9675862179,2023-01-01
C226,Cust_226,cust226@mail.com,Bronze,0.0,,,9737071174,2023-01-01
C227,Cust_227,cust227@mail.com,Silver,0.0,,,9057562304,2023-01-01
C228,Cust_228,cust228@mail.com,Bronze,0.0,,,9162915636,2023-01-01
C229,Cust_229,cust229@mail.com,Gold,0.0,,,9160199682,2023-01-01
C231,Cust_231,cust231@mail.com,Bronze,0.0,,,9604344408,2023-01-01
C232,Cust_232,cust232@mail.com,Bronze,0.0,,,9326240903,2023-01-01
C233,Cust_233,cust233@mail.com,Gold,0.0,,,9091462297,2023-01-01
C234,Cust_234,cust234@mail.com,Silver,0.0,,,9266493008,2023-01-01
C235,Cust_235,cust235@mail.com,Silver,0.0,,,9127186396,2023-01-01
C236,Cust_236,cust236@mail.com,Gold,0.0,,,9599226355,2023-01-01
C237,Cust_237,cust237@mail.com,Silver,0.0,,,9820814900,2023-01-01
C238,Cust_238,cust238@mail.com,Silver,0.0,,,9446863451,2023-01-01
C239,Cust_239,cust239@mail.com,Gold,0.0,,,9651028618,2023-01-01
C241,Cust_241,cust241@mail.com,Bronze,0.0,,,9849051496,2023-01-01
C242,Cust_242,cust242@mail.com,Silver,0.0,,,9664021648,2023-01-01
C243,Cust_243,cust243@mail.com,Gold,0.0,,,9242329714,2023-01-01
C244,Cust_244,cust244@mail.com,Bronze,0.0,,,9832894596,2023-01-01
C245,Cust_245,cust245@mail.com,Silver,0.0,,,9561107986,2023-01-01
C246,Cust_246,cust246@mail.com,Bronze,0.0,,,9408427798,2023-01-01
C247,Cust_247,cust247@mail.com,Gold,0.0,,,9483736219,2023-01-01
C248,Cust_248,cust248@mail.com,Silver,0.0,,,9975499151,2023-01-01
C249,Cust_249,cust249@mail.com,Bronze,0.0,,,9475368059,2023-01-01
C251,Cust_251,cust251@mail.com,Gold,0.0,,,9923596926,2023-01-01
C252,Cust_252,cust252@mail.com,Gold,0.0,,,9631924051,2023-01-01
C253,Cust_253,cust253@mail.com,Gold,0.0,,,9460452529,2023-01-01
C254,Cust_254,cust254@mail.com,Gold,0.0,,,9327899537,2023-01-01
C255,Cust_255,invalid_email,Gold,0.0,,,9610561240,2023-01-01
C256,Cust_256,cust256@mail.com,Gold,0.0,,,9666823010,2023-01-01
C257,Cust_257,cust257@mail.com,Bronze,0.0,,,9064671796,2023-01-01
C258,Cust_258,cust258@mail.com,Silver,0.0,,,9654586204,2023-01-01
C259,Cust_259,cust259@mail.com,Silver,0.0,,,9794664845,2023-01-01
C261,Cust_261,cust261@mail.com,Gold,0.0,,,9818982730,2023-01-01
C262,Cust_262,cust262@mail.com,Silver,0.0,,,9223110563,2023-01-01
C263,Cust_263,cust263@mail.com,Gold,0.0,,,9671641650,2023-01-01
C264,Cust_264,cust264@mail.com,Silver,0.0,,,9226586581,2023-01-01
C265,Cust_265,cust265@mail.com,Gold,0.0,,,9284161612,2023-01-01
C266,Cust_266,cust266@mail.com,Bronze,0.0,,,9709129316,2023-01-01
C267,Cust_267,cust267@mail.com,Gold,0.0,,,9087174381,2023-01-01
C268,Cust_268,cust268@mail.com,Silver,0.0,,,9168638768,2023-01-01
C269,Cust_269,cust269@mail.com,Gold,0.0,,,9257553274,2023-01-01
C271,Cust_271,cust271@mail.com,Gold,0.0,,,9592697161,2023-01-01
C272,Cust_272,cust272@mail.com,Silver,0.0,,,9080600295,2023-01-01
C273,Cust_273,cust273@mail.com,Silver,0.0,,,9168075622,2023-01-01
C274,Cust_274,cust274@mail.com,Silver,0.0,,,9002873038,2023-01-01
C275,Cust_275,cust275@mail.com,Gold,0.0,,,9438642403,2023-01-01
C276,Cust_276,cust276@mail.com,Silver,0.0,,,9483724666,2023-01-01
C277,Cust_277,cust277@mail.com,Gold,0.0,,,9740206617,2023-01-01
C278,Cust_278,cust278@mail.com,Bronze,0.0,,,9637599912,2023-01-01
C279,Cust_279,cust279@mail.com,Bronze,0.0,,,9504564682,2023-01-01
C281,Cust_281,cust281@mail.com,Gold,0.0,,,9035046782,2023-01-01
C282,Cust_282,cust282@mail.com,Silver,0.0,,,9248545713,2023-01-01
C283,Cust_283,cust283@mail.com,Gold,0.0,,,9309350265,2023-01-01
C284,Cust_284,cust284@mail.com,Gold,0.0,,,9759088046,2023-01-01
C285,Cust_285,invalid_email,Bronze,0.0,,,9303566540,2023-01-01
C286,Cust_286,cust286@mail.com,Gold,0.0,,,9754827139,2023-01-01
C287,Cust_287,cust287@mail.com,Gold,0.0,,,9922995699,2023-01-01
C288,Cust_288,cust288@mail.com,Silver,0.0,,,9487512424,2023-01-01
C289,Cust_289,cust289@mail.com,Silver,0.0,,,9076428684,2023-01-01
C291,Cust_291,cust291@mail.com,Bronze,0.0,,,9250636897,2023-01-01
C292,Cust_292,cust292@mail.com,Silver,0.0,,,9992041933,2023-01-01
C293,Cust_293,cust293@mail.com,Silver,0.0,,,9284063364,2023-01-01
C294,Cust_294,cust294@mail.com,Bronze,0.0,,,9845923902,2023-01-01
C295,Cust_295,cust295@mail.com,Silver,0.0,,,9849595796,2023-01-01
C296,Cust_296,cust296@mail.com,Gold,0.0,,,9671150922,2023-01-01
C297,Cust_297,cust297@mail.com,Gold,0.0,,,9633281747,2023-01-01
C298,Cust_298,cust298@mail.com,Gold,0.0,,,9709939880,2023-01-01
C299,Cust_299,cust299@mail.com,Silver,0.0,,,9863187150,2023-01-01
C301,Cust_301,cust301@mail.com,Silver,0.0,,,9456489494,2023-01-01
C302,Cust_302,cust302@mail.com,Silver,0.0,,,9123240112,2023-01-01
C303,Cust_303,cust303@mail.com,Gold,0.0,,,9584719405,2023-01-01
C304,Cust_304,cust304@mail.com,Bronze,0.0,,,9241387305,2023-01-01
C305,Cust_305,cust305@mail.com,Gold,0.0,,,9695392488,2023-01-01
C306,Cust_306,cust306@mail.com,Silver,0.0,,,9159976144,2023-01-01
C307,Cust_307,cust307@mail.com,Gold,0.0,,,9975399366,2023-01-01
C308,Cust_308,cust308@mail.com,Bronze,0.0,,,9285220694,2023-01-01
C309,Cust_309,cust309@mail.com,Gold,0.0,,,9887588450,2023-01-01
C311,Cust_311,cust311@mail.com,Silver,0.0,,,9076675731,2023-01-01
C312,Cust_312,cust312@mail.com,Gold,0.0,,,9064035859,2023-01-01
C313,Cust_313,cust313@mail.com,Gold,0.0,,,9178158234,2023-01-01
C314,Cust_314,cust314@mail.com,Gold,0.0,,,9851078441,2023-01-01
C315,Cust_315,invalid_email,Gold,0.0,,,9330295664,2023-01-01
C316,Cust_316,cust316@mail.com,Silver,0.0,,,9638923667,2023-01-01
C317,Cust_317,cust317@mail.com,Bronze,0.0,,,9804187231,2023-01-01
C318,Cust_318,cust318@mail.com,Bronze,0.0,,,9885021282,2023-01-01
C319,Cust_319,cust319@mail.com,Gold,0.0,,,9611181411,2023-01-01
C321,Cust_321,cust321@mail.com,Bronze,0.0,,,9309893263,2023-01-01
C322,Cust_322,cust322@mail.com,Bronze,0.0,,,9471537429,2023-01-01
C323,Cust_323,cust323@mail.com,Bronze,0.0,,,9133523720,2023-01-01
C324,Cust_324,cust324@mail.com,Bronze,0.0,,,9503260608,2023-01-01
C325,Cust_325,cust325@mail.com,Bronze,0.0,,,9739462365,2023-01-01
C326,Cust_326,cust326@mail.com,Bronze,0.0,,,9326515425,2023-01-01
C327,Cust_327,cust327@mail.com,Silver,0.0,,,9751333320,2023-01-01
C328,Cust_328,cust328@mail.com,Gold,0.0,,,9432190231,2023-01-01
C329,Cust_329,cust329@mail.com,Bronze,0.0,,,9292322121,2023-01-01
C331,Cust_331,cust331@mail.com,Silver,0.0,,,9579800791,2023-01-01
C332,Cust_332,cust332@mail.com,Gold,0.0,,,9530208579,2023-01-01
C333,Cust_333,cust333@mail.com,Gold,0.0,,,9470040006,2023-01-01
C334,Cust_334,cust334@mail.com,Bronze,0.0,,,9086373782,2023-01-01
C335,Cust_335,cust335@mail.com,Gold,0.0,,,9642136977,2023-01-01
C336,Cust_336,cust336@mail.com,Gold,0.0,,,9042800191,2023-01-01
C337,Cust_337,cust337@mail.com,Silver,0.0,,,9955010559,2023-01-01
C338,Cust_338,cust338@mail.com,Silver,0.0,,,9463887247,2023-01-01
C339,Cust_339,cust339@mail.com,Silver,0.0,,,9788699799,2023-01-01
C341,Cust_341,cust341@mail.com,Bronze,0.0,,,9648232591,2023-01-01
C342,Cust_342,cust342@mail.com,Gold,0.0,,,9268830491,2023-01-01
C343,Cust_343,cust343@mail.com,Gold,0.0,,,9027772220,2023-01-01
C344,Cust_344,cust344@mail.com,Bronze,0.0,,,9098061499,2023-01-01
C345,Cust_345,invalid_email,Bronze,0.0,,,9245805719,2023-01-01
C346,Cust_346,cust346@mail.com,Silver,0.0,,,9724022357,2023-01-01
C347,Cust_347,cust347@mail.com,Bronze,0.0,,,9897603725,2023-01-01
C348,Cust_348,cust348@mail.com,Bronze,0.0,,,9923972954,2023-01-01
C349,Cust_349,cust349@mail.com,Gold,0.0,,,9617615339,2023-01-01
C351,Cust_351,cust351@mail.com,Silver,0.0,,,9022275263,2023-01-01
C352,Cust_352,cust352@mail.com,Bronze,0.0,,,9821155204,2023-01-01
C353,Cust_353,cust353@mail.com,Gold,0.0,,,9721856853,2023-01-01
C354,Cust_354,cust354@mail.com,Bronze,0.0,,,9881994345,2023-01-01
C355,Cust_355,cust355@mail.com,Bronze,0.0,,,9289385259,2023-01-01
C356,Cust_356,cust356@mail.com,Silver,0.0,,,9618740490,2023-01-01
C357,Cust_357,cust357@mail.com,Bronze,0.0,,,9043198431,2023-01-01
C358,Cust_358,cust358@mail.com,Silver,0.0,,,9819382051,2023-01-01
C359,Cust_359,cust359@mail.com,Gold,0.0,,,9812037475,2023-01-01
C361,Cust_361,cust361@mail.com,Gold,0.0,,,9505196410,2023-01-01
C362,Cust_362,cust362@mail.com,Gold,0.0,,,9557233178,2023-01-01
C363,Cust_363,cust363@mail.com,Silver,0.0,,,9699552991,2023-01-01
C364,Cust_364,cust364@mail.com,Silver,0.0,,,9474840200,2023-01-01
C365,Cust_365,cust365@mail.com,Gold,0.0,,,9983625664,2023-01-01
C366,Cust_366,cust366@mail.com,Gold,0.0,,,9298668350,2023-01-01
C367,Cust_367,cust367@mail.com,Gold,0.0,,,9194872482,2023-01-01
C368,Cust_368,cust368@mail.com,Silver,0.0,,,9628492896,2023-01-01
C369,Cust_369,cust369@mail.com,Gold,0.0,,,9468027936,2023-01-01
C371,Cust_371,cust371@mail.com,Bronze,0.0,,,9874288855,2023-01-01
C372,Cust_372,cust372@mail.com,Gold,0.0,,,9527986559,2023-01-01
C373,Cust_373,cust373@mail.com,Silver,0.0,,,9097970787,2023-01-01
C374,Cust_374,cust374@mail.com,Silver,0.0,,,9504669821,2023-01-01
C375,Cust_375,invalid_email,Silver,0.0,,,9373620340,2023-01-01
C376,Cust_376,cust376@mail.com,Bronze,0.0,,,9438460431,2023-01-01
C377,Cust_377,cust377@mail.com,Gold,0.0,,,9357887167,2023-01-01
C378,Cust_378,cust378@mail.com,Silver,0.0,,,9344733679,2023-01-01
C379,Cust_379,cust379@mail.com,Gold,0.0,,,9719550381,2023-01-01
C381,Cust_381,cust381@mail.com,Gold,0.0,,,9920983900,2023-01-01
C382,Cust_382,cust382@mail.com,Bronze,0.0,,,9172684373,2023-01-01
C383,Cust_383,cust383@mail.com,Silver,0.0,,,9354123990,2023-01-01
